project_id,project_number,project_name,developer_id,developer_number,developer_name,master_developer_id,master_developer_number,master_developer_name,project_start_date,project_end_date,project_type_id,project_type_ar,project_classification_id,project_classification_ar,escrow_agent_id,escrow_agent_name,project_status,project_status_ar,percent_completed,completion_date,cancellation_date,project_description_ar,project_description_en,property_id,area_id,area_name_ar,area_name_en
21182512,1645,MAPLE,11259953,984,دبي هيلز استيت ش.ذ.م.م,11259953,984,دبي هيلز استيت ش.ذ.م.م,01/12/2016,10/09/2019,1,عادي,2,فلل,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,31/05/2019,,"المرحلة الأولى عبارة عن 646 فيلا منفصلة تتكون من أرضي+ أول في منطقة حدائق محمد بن راشد ., التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجي,",Project consists of 646 nos G+1 residential villas. Project is located in Hadaeq Sheikh Mohammed Bin Rashid. The villas are designed to have a concrete structure and block with internal and external finishes.,1100154258,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid
450,450,VICTORY HEIGHTS,261,261,مدينة دبي الرياضية (ش. ذ. م. م),200,200,مدينة دبي الرياضية (ش. ذ. م. م),20/03/2013,05/11/2013,1,عادي,1,مباني,7,بنك الإمارات دبي الوطني (ش.م.ع),FINISHED,منجز,100,05/11/2013,,مشروع فلل سكنية للتملك الحر تقع في منطقة مدينة دبي الرياضية. المشروع عبارة عن فلل بتصماميم واحجام مختلفة. يتألف المشروع من 7 قطاعات، من المخطط ان يوفر المشروع قرابة 961 فيلا مبنية من هيكل خرساني وكتل طابوقية (بلوك) مع الانهاءات الخارجية و الداخلية مع اعمال الحدائق الخارجية والمباني الخدمية,Freehold residential villa development located in Dubai Sport City. The villas are in different styles and sizes. The villas are being constructed as concrete structure and concrete block with its internal and external finishes. The villas are formed in 7 Clusters/Villages. The project proposed to deliver circa 961 villas with landscaping and community buildings.,1100101843,435,الحبيه الرابعة,Al Hebiah Fourth
24796221,1675,VIRIDIS @ AKOYA OXYGEN ,13743506,1021,شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م,13743506,1021,شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م,01/12/2015,31/12/2021,1,عادي,1,مباني,5,بنك ابوظبى التجارى,ACTIVE,فعال,75.4,,,"المشروع مكون من  4 أبراج، برجين شقق فندقيه و البرجين الاخرين شقق سكنية,Tower A:G+1P+13+R,Tower B:G+1P+13+R ,Tower C:G+1P+13+R ,Tower D:G+1P+13+R ,مع التشطيبات الداخلية والخارجية","Project consists of 4 towers with building type as serviced apartments for 2 towers and residential  apartments for the other 2 towers.,Tower A:G+1P+13+R,Tower B:G+1P+13+R ,Tower C:G+1P+13+R ,Tower D:G+1P+13+R ,with internal and external finishes. ",1100191663,449,اليفره 2,Al Yufrah 2
19484629,1639,PARK VIEW TOWER,19479510,1069,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),01/02/2015,31/01/2021,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,ACTIVE,فعال,80.15,28/02/2017,,"المشروع عبارة عن B+G+UG+4P+19+R),بناية سكنية مع محلات تجارية في الطابق الأرضي,يقع في منطقة البرشا جنوب الرابعة,المشروع مصمم من هيكل خرساني وطابوق مع تشطيباته الداخلية والخارجية,","PROJECT CONSISTS OF B+G+UG+4P+19+R RESIDENTIAL BUILDING WITH RETAIL AT GROUND FLOOR LOCATED IN AL BARSHA SOUTH FOURTH. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,,,",1100115583,441,البرشاء جنوب الرابعة,Al Barsha South Fourth
28129567,1727,SIDRA,11259953,984,دبي هيلز استيت ش.ذ.م.م,11259953,984,دبي هيلز استيت ش.ذ.م.م,11/10/2016,26/06/2019,1,عادي,2,فلل,19,بنك أبوظبي الأول ش.م.ع,FINISHED,منجز,100,08/07/2019,,"المرحلة الأولى عبارة عن 479 فيلا منفصلة تتكون من أرضي+ أول في منطقة حدائق محمد بن راشد ., ,الفيلل مصممة من هيكل خرساني وقواطع طوب مع التشطيبات الداخلية والخارجية",Project consists of 479nos. G+1 residential villas. Project is located in Hadaeq Sheikh Mohammed Bin Rashid. The villas are designed to have a concrete structure and block with internal and external finishes.,1100198425,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid
15081390,1602,OCEAN BREEZE,15080275,1041,شركة النخلة - جميرا (ش.ذ.م.م),103,103,شركة النخلة - جميرا (ش.ذ.م.م),06/03/2014,12/02/2018,1,عادي,2,فلل,10,بنك دبى التجارى (ش.م.ع),FINISHED,منجز,100,05/06/2015,,"عدد 5 فلل فاخرة (ارضي + 1 )في نخلة جميرا - آخر السعفة م,مع التشطيبات الداخلية والخارجية ","5 Nos G+1 Luxury Villas at end of Frond M - Palm Jumeirah. ,with external and internal finishes ",1100179694,410,نخلة جميرا,Palm Jumeirah
11463005,1405,بوليفارد بوينت,137044480,1211,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),08/01/2013,10/02/2020,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,17/12/2019,,"يقع البرج السكنى بوليفارد بوينت في منطقه برج خليفة ويتكون من ,4B+G+M+10P+59+R من هيكل خرساني مع التشطيبات الداخلية والخارجية.,,",Boulevard Point is a residential tower located in MBR boulevard in Dubai Downtown area. Project consist of 4B+G+M+10P+59+R concrete structure with internal and external finishes.,1100100576,390,برج خليفة,Burj Khalifa
20011121,1642,DOWNTOWN VIEWS,137044480,1211,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),15/05/2016,30/04/2020,1,عادي,1,مباني,5,بنك ابوظبى التجارى,ACTIVE,فعال,94.08,01/09/2018,,"برج يتكون من أرضي + 9 طوابق مواقف + 47 طابق + 4 طوابق ميكانيكية و 478 شقة سكنية، تقع على شارع الدوحة في منطة الداون تاون دبي,,المواقف تتكون من أرضي + 9 طوابق و 48 شقة سكنية,","TOWER TO CONSISIT OF G+9P+47 FLOORS +4 MECHANICAL FLOORS AND HAVE 478 RESIDENTIAL APARTMENT UNITS LOCATED IN DOHA ROAD DOWNTOWN DUBAI ,,PODUIM TO CONSIST OF G+9 LEVELS AND HAVE 48 RESIDENTIAL APARTMENT UNITS ,",1100174025,332,زعبيل الثانيه,Zaabeel Second
9783892,1369,جميرا بارك 7A,880,880,جميرا بارك (ش.ذ.م.م),880,880,جميرا بارك (ش.ذ.م.م),01/12/2013,30/04/2016,1,عادي,2,فلل,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,31/07/2015,,"226 فيلا سكنية , G+1+R",226 RESIDENTIAL VILLAS-G+1+R,1100166175,350,الثنيه الخامسة,Al Thanyah Fifth
14289957,1582,MURABA RESIDENCES PALM JUMERIAH,14244546,1032,شركة النخلة - جميرا (ش.ذ.م.م),103,103,شركة النخلة - جميرا (ش.ذ.م.م),01/10/2014,31/03/2016,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,31/03/2016,,مبنى سكني مكون من سرداب + ارضي + 9 طوابق + سقف في نخلة جميرا,"Residential Building (B+G+9+R), Located in Palm Jumeirah",1100166541,410,نخلة جميرا,Palm Jumeirah
21310796,1652,الأندلس,108,108,عقارات جميرا جولف ش.ذ.م.م,108,108,عقارات جميرا جولف ش.ذ.م.م,14/08/2014,28/02/2019,1,عادي,1,مباني,2,مصرف الامارات الاسلامى,FINISHED,منجز,100,15/06/2018,,"يتألف مشروع الاندلس من مبنيين سكنيين  أ,ب وتحتوي على شقق  بغرفة  وغرفتين وثلاثة واربعة غرف , كما هو مبين,,:مبنى سكني أ,     ويتكون من , طابق ارضي منخفض +  وطابق ارضي +9  طابق + سقف , :مبنى سكني ب, ويتكون من , طابق ارضي منخفض ثاني + طابق ارضي منخفض اول + طابق ارضي + 11 طابق + سقف,اضافة الى مواقف متصله مكونه من سرداب+طابق منخفض ثاني +طابق ارضي منخفض اول ","Alandalus project comprises of 2 residential buildings (A&B) including 1,2,3 & 4 bedroom apartments as per the following details:,a)	Residential Building A:,Consists of lower ground level, ground floor, 9 floor and roof.,b)	Residential Building B:,Consists of 2nd lower ground, 1 lower ground floor, ground floor, 11 floors and roof.& and connected parking building B+2nd LG+ 1st LG",1100195831,485,معيصم الأول,Me'Aisem First
14153241,1559,فيكتوري هايتس - المرحلة الثانية,261,261,مدينة دبي الرياضية (ش. ذ. م. م),200,200,مدينة دبي الرياضية (ش. ذ. م. م),24/11/2014,11/05/2016,1,عادي,2,فلل,21,نور بنك (مساهمة عامة),FINISHED,منجز,100,31/12/2015,,"ثلاثين فلة سكنية مكونة من طابق ارضي + طابقين , المشروع مجزء الى 6 اجزاء",VICTORY HEIGHTS PROJECT - PHASE 2 IN DUBAI SPORTS CITY THAT HAS 30 RESIDENTIAL VILLAS (G+2) DEVIDED INTO 6 ZONES ,1100177056,435,الحبيه الرابعة,Al Hebiah Fourth
23663994,1666,THE ONE,29,29,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),30/06/2015,30/06/2020,1,عادي,1,مباني,4,مصرف ابوظبى الاسلامى,FINISHED,منجز,100,,,".(B+G+4P+40+R) المشروع يتكون من شقق فندقية في منطقة البرشا جنوب الرابعة    ,التصميم مكون من هيكل خرساني مع فواصل من الطوب مع التشطيبات الداخليةوالخارجية  ,","PROJECT CONSISTS OF B+G+4P+40+R COMMERCIAL HOTEL BUILDING LOCATED IN AL BARSHA SOUTH FOURTH. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,",1100115588,441,البرشاء جنوب الرابعة,Al Barsha South Fourth
27978239,1723,REDWOOD AVENUE,108,108,عقارات جميرا جولف ش.ذ.م.م,108,108,عقارات جميرا جولف ش.ذ.م.م,01/05/2008,31/12/2015,1,عادي,2,فلل,null,,FINISHED,منجز,100,31/12/2016,,"مشروع سكني للتملك الحر يقع في منطقة معيصم الاول,وهو عبارة عن 47 فيلا منها: 24 fit out / B&B shall & core23",Project consist of freehold G+1 total of 47 villas located in Me'Aisem First: 24 fit out / B&B shall & core23.,1100152233,485,معيصم الأول,Me'Aisem First
16457431,1632,THE 118,16456019,1061,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),26/02/2014,30/04/2017,1,عادي,1,مباني,10,بنك دبى التجارى (ش.م.ع),FINISHED,منجز,100,08/04/2016,,".G+M+4P+HC+8 SF+31 المشروع عبارة عن شقق سكنية فاخرة  في منطقة دبي لاند مكون من ,. التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجية,","HIGH END PROJECT CONSISTS OF G+M+4P+HC+8 SERVICE FLOOR +31 RESIDENTIAL APARTMENTS LOCATED IN BURJ KHALIFA AREA. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,",1100157320,390,برج خليفة,Burj Khalifa
27137981,1701,WEST BAY TOWER,26592045,1110,الخليج التجاري (ش.ذ.م.م),898,898,الخليج التجاري (ش.ذ.م.م),01/01/2016,26/07/2022,1,عادي,1,مباني,2,مصرف الامارات الاسلامى,CONDITIONAL_ACTIVATING,تفعيل مشروط,21.28,,,"مشروع سكني يتكون 4B+G+34+2R, ","Residential building located in Business Bay,consist of 4B+G+34+2R with internal and external finishes.",1100186239,526,الخليج التجارى,Business Bay
27460883,1712,NAVITAS @ AKOYA OXYGEN,13743506,1021,شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م,13743506,1021,شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م,01/07/2016,30/04/2022,1,عادي,1,مباني,5,بنك ابوظبى التجارى,ACTIVE,فعال,25.85,,," شقق فندقية:,G+1P+13F+R",Hotel Apartment: G+1P+13F+R,1100197475,449,اليفره 2,Al Yufrah 2
14183182,1569,Avenue Residence 2,7904755,951,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),01/07/2014,14/02/2017,1,عادي,1,مباني,10,بنك دبى التجارى (ش.م.ع),FINISHED,منجز,100,31/12/2015,,"             مبنى سكني مقترح (طابق ارضي+منصة(بوديوم)+ 10 طوابق) على قطعة رقم (AFRAR-035) ,بمنطقة الفرجان-دبي",proposed G+P+10 Residential building on plot no. AFRAR-035 at Al Furjan area Dubai,1100175425,445,جبل علي الأولى,Jabal Ali First
16048476,1628,SHERENA RESIDENCE,126,126,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),15/09/2014,15/03/2017,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,15/03/2017,,"مبنى سكني يقع في منطقة وادي الصفا الثالثة وهو يتكو, من 1 سرداب + طابق ارضي + 10 طوابق (3 أجزاء بنفس عدد الطوابق: A,B&C),والمبنى مصمم من هيكل خرساني مع التشطيبات الداخلية والخارجية","Residential building located in Wadi Al Safa 3 community, proposed to be constructed B+G+10 floors (3 Blocks with the same number of floors: A,B&C) of concrete structure with internal and external finishes.",1100165318,465,وادي الصفا 3,Wadi Al Safa 3
14326490,1586,INDIGO ZEN 1,14325900,1035,مدينة دبي للغولف  (ش.ذ.م.م),98,98,مدينة دبي للغولف  (ش.ذ.م.م),01/10/2014,01/10/2018,1,عادي,2,فلل,16,مصرف الشارقه الاسلامى,CONDITIONAL_ACTIVATING,تفعيل مشروط,4.41,01/10/2018,,مشروع سكني تطويري يقع في مدينة دبي للغولف. المقترح عبارة عن 195 فيلا (ارضي+2طابق) مشيد من الخرسانة مع التشطيبات الداخلية والخارجية,Community development located at DUBAI GOLF CITY. Proposed 195 villas(G+2) made of concrete structure with internal and external finishes.,1100179296,451,الحبيه الخامسة,Al Hebiah Fifth
25732410,1689,BINGHATTI VIEWS,15782130,1051,سلطة واحة دبي للسليكون,344,344,سلطة واحة دبي للسليكون,20/04/2015,20/04/2017,1,عادي,1,مباني,16,مصرف الشارقه الاسلامى,FINISHED,منجز,100,20/04/2017,,مبنى سكني في واحة السيليكون مكون من سرداب + طابق ارضي + 9 طوابق + مركز صحي مع 3 طوابق و سرداب لمواقف السيارات متصلة بالمبنى ,Residential Building B+G+9+HC (with B+3P attached Parking). ,1100163678,484,ند حصة,Nadd Hessa
20028058,1643,CAYAN CANTARA,30374597,1134,تيكوم للإستثمارات منطقة حرة- ذ.م.م,856,856,تيكوم للإستثمارات منطقة حرة- ذ.م.م,01/06/2015,30/07/2020,1,عادي,1,مباني,7,بنك الإمارات دبي الوطني (ش.م.ع),CONDITIONAL_ACTIVATING,تفعيل مشروط,39.3,31/05/2019,,"والمشروع يقع في منطقة البرشا جنوب الثانية على ارض رقم 71 , والمشروع مصمم من هيكل خرساني مع تشطيباته الداخلية والخراجية. مبنى مقترح يتكون من ( (2سرداب+ارضي+ميزانين+3 منصات: مشتركة)+ برجان,البرج الاول شقق سكنية من 42 طابق والبرج الثاني شقق فندقية  من 35 طابق)  ","Proposed building consist of ((2B+G+M+3P : COMMON)+two towers (1.residential apartments 42 floors)and (2.serviced apartments 35 floors)) located at Albarsha South Second 672-0 ,plot no 71, the project  designed of concrete structure with internal and external finishes.",1100125400,414,البرشاء جنوب الثانية,Al Barshaa South Second
27878742,1720,نو.6 إيه، نو.6 بي سيتي ووك ريزيدينشال,26581366,1109,سيتي ووك ريزيدينشال 1 ش.ذ.م.م,26581366,1109,سيتي ووك ريزيدينشال 1 ش.ذ.م.م,18/05/2013,07/12/2016,1,عادي,1,مباني,21,نور بنك (مساهمة عامة),FINISHED,منجز,100,,," مبنيين سكنيين بسرداب وطابق ارضي مشترك مع محلات بالطابق الارضيي ويقع في منطقة الوصل وهما عبارة عن (سرداب + طابق ارضي + 5 طوابق) , التصميم عبارة عن هيكل خرساني مع التشطيبات الداخلية والخارجية","Project located in Al Wasl community, Dubai. Project proposed to be 2 Residential buildings with retail x 1B+G+5 floors made of concrete structure with internal and external finishes.",1100189087,364,الوصل,Al Wasl
16513925,1634,DRAGON VIEW,16512704,1062,المدينه العالميه  ش.ذ.م.م ,122,122,المدينه العالميه  ش.ذ.م.م ,27/12/2014,26/05/2016,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,26/05/2016,,"مبنى سكني مكون من 121 وحدة سكنية ويقع بمنطقة الورسان الاولى ,ويتألف من طابق ارضي +منصة (بوديوم)+ 7 طوابق, والمبنى عبارة عن هيكل خرساني مع التشطيبات الداخلية والخارجية,","Building located in Al Warsan First, Residential building proposed: G+P+7 made of concrete structure with internal and external finishes. Consist of 121 apartments.",1100172013,343,ورسان الاولى,Al Warsan First
25365212,1684,HAWTHORN @ AKOYA OXYGEN,13743506,1021,شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م,13743506,1021,شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م,01/01/2016,31/07/2018,1,عادي,2,فلل,4,مصرف ابوظبى الاسلامى,CONDITIONAL_ACTIVATING,تفعيل مشروط,2.04,,,"يقع المشروع على القطعة رقم 5473 , اليفرة 2, دبي و يتكون القطاع من فلل  (ارضي + دور واحد ) و (ارضي + دورين ) بمنطقة اليفرة 2, تم تصميم الفلل كهيكل خرساني ,طابوق و تشطيبات داخلية و خارجية ,يتكون القطاع من عدد 72وحدة , ما بين فيلا و تاون هاوس,","The project is located at Plot 5473, Al Yufrah 2, Dubai, UAE. Project consists of a cluster of freehold G+1 & G+2 villas located in Yufrah 2 Area. The villas are designed to have a concrete structure and block with internal and external finishes. ,There are total of 72numbers of villas & townhouses in the cluster.,",1100192433,449,اليفره 2,Al Yufrah 2
103211813,1932,داماك هيلز - جولف فيتا,8289244,954,داماك كريسنت للعقارات (ش.ذ.م.م),8289244,954,داماك كريسنت للعقارات (ش.ذ.م.م),22/10/2017,31/05/2021,1,عادي,1,مباني,5,بنك ابوظبى التجارى,ACTIVE,فعال,82.76,,," المشروع يتكون من مبنى واحد/ شقق سكنية,G+2P+24F+R,يقع في داماك هيلز ، الحبية الثالثة","Project consists of 1 Building. G+2P+24F+R located in Damac Hills Community, Al Hebiah Third area, residential apartments",1100172232,523,الحبية الثالثة,Al Hebiah Third
97396922,1915,جرينلاد ريزيدنس من ارلويد,35981596,1156,مجموعة ميدان (ش.ذ.م.م),53873272,1181,مجموعة ميدان (ش.ذ.م.م),20/12/2015,30/04/2019,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,ACTIVE,فعال,98.18,,,"B + G + 5 + R مبنى سكني على قطعة C05-C06، الطرود: C-D11، 58 وحدة (10-1BHK، 40-2BHK و 8-3BHK). محلات البيع بالتجزئة 2 وحدات. كما تتوفر وسائل الراحة مثل حمام سباحة ونادي صحي,","B+G+5+R Residential Building on plot C05-C06, Parcel: C-D11, 58 Units(10-1BHK, 40-2BHK and 8-3BHK). Retail Shops 2 Units. In addition amenities like Swimming Pool and Health Club are available",1100202067,465,وادي الصفا 3,Wadi Al Safa 3
135422266,1940,عزيزي ريفييرا 7,12595870,1002,مجموعة ميدان (ش.ذ.م.م),53873272,1181,مجموعة ميدان (ش.ذ.م.م),01/10/2017,31/12/2020,1,عادي,1,مباني,5,بنك ابوظبى التجارى,ACTIVE,فعال,50.76,,,"مبنى سكني و تجاري : 2 سرداب + أرضي + 9 طوابق متكررة,مع التشطيبات الداخلية والخارجية","Residential & Retail building: 2 basement + ground floor + 9 floors,with internal and external finishes",1100215428,412,المركاض,Al Merkadh
138556814,1957,بارك جيت رازيدنس ,103173902,1203,بارك 1 ش.ذ.م.م,103173902,1203,بارك 1 ش.ذ.م.م,21/08/2017,15/10/2020,1,عادي,1,مباني,7,بنك الإمارات دبي الوطني (ش.م.ع),FINISHED,منجز,100,,,"4 buildings with common:3B then tower 1 & 4 with common:G+4P + separate 24floorsfor each tower and tower 2 & 3 with common:G+4P+separate 15floors for each tower / Residential					,","المشروع يتكون من 4 أبراج,3B مشتركة,,البرج 1و4 ,G+4P مشتركة,+طابق لكل برج 24     ,,البرج 2و3,G+4P مشتركة ,+ 15 طابق لكل برج,سكني",1100213584,366,الكفاف,Al Kifaf
53824987,1874,مدن فيوز,11717038,995,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),30/06/2017,25/02/2020,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,25/02/2020,,"سرداب +ارضي+6+ سطح,مع التشطيبات الداخلية والخارجية ","1B+G+6F+R,With external and internal finishes ",1100232395,531,الحبيه السادسة,Al Hebiah Sixth
139560630,1970,ويلتون تيراسز ,27458061,1117,شوبا ش.ذ.م.م,10097270,966,شوبا ش.ذ.م.م,01/09/2017,30/06/2020,1,عادي,1,مباني,10,بنك دبى التجارى (ش.م.ع),ACTIVE,فعال,66.23,30/06/2020,,عدد 2 مبنى سكني أرضي + 2 بوديودم مشترك + 12 طابق لكل مبنى,2 towers residential + 2 podiums + 12 floors per building ,1100176347,412,المركاض,Al Merkadh
98466562,1921,17 ICON BAY,14847027,1038,ذي لاجونز المرحلة الاولى ش.ذ.م.م,14847027,1038,ذي لاجونز المرحلة الاولى ش.ذ.م.م,24/10/2017,21/09/2021,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,ACTIVE,فعال,52.16,,,"2سرداب+ أرضي ,مبنى تاور1:  2سرداب+أرضي+43 دور ,مبنى تاور 2: 2سرداب+أرضي+ 4 أدوار ,","Basement and ground: 2B+G, Apartments+Retail.,Tower 1: G+43F+R, Tower 1: Apartments.,Tower 2: G+4F+R, Tower 2: Apartments.,,",1100212065,447,الخيران الأولى,Al Khairan First
142602525,1982,فيدا زعبيل ,139628253,1212,زعبيل سكوير ش.ذ.م.م,139628253,1212,زعبيل سكوير ش.ذ.م.م,10/12/2017,30/04/2022,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,CONDITIONAL_ACTIVATING,تفعيل مشروط,0,,," , أبراج سكنيه + الفندق تتكون من :2,برج 1 : أرضي + 5 بوديوم + 71 (885 وحده سكنيه),برج 2 : أرضي + 1 بوديوم + 71 (833 وحده سكنيه),برج 3 : أرضي + 4 بوديوم + 71 (220 غرف فندقيه,","2 Residential Towers + 1 Hotel Comprising :,,T1 G+P5+71 (885 Units),T2 G+P1+69 (833 Units),T3 G+P4+08 (220 Units) ,",1100187782,331,زعبيل الاولى,Zaabeel First
53282667,1872,داماك هيلز - سيلفر سبرينغ 2 ,8289244,954,داماك كريسنت للعقارات (ش.ذ.م.م),8289244,954,داماك كريسنت للعقارات (ش.ذ.م.م),13/06/2017,30/06/2019,1,عادي,2,فلل,5,بنك ابوظبى التجارى,FINISHED,منجز,100,30/06/2019,,مشروع تملك حر يتكون من فيلتين عبارة عن(ارضي+اول)بمنطقة الحبية الثالثة وهما مصممتين من هيكل خرساني وفواصل من الطابوق مع التشطيبات الداخلية والخارجية,"Project consists of 2 free hold G+1 villas located at AL Hebiah Third, Dubailand Area. The villas are designed to have a concrete structure and block with internal and external finished.",1100198723,523,الحبية الثالثة,Al Hebiah Third
136341920,1946,"مناظر بارك لين	",31550449,1142,مؤسسه مدينه دبى للطيران,11808939,996,مؤسسه مدينه دبى للطيران,05/01/2018,05/02/2020,1,عادي,1,مباني,5,بنك ابوظبى التجارى,CONDITIONAL_ACTIVATING,تفعيل مشروط,0,,,"مبنى واحد . مواقف سيارات + خدمات بالطابق الارضي مع 13 طابق متكرر,","One building composed of the following: ground floor (parking, services ) and 13 apartments floors,",1100216016,462,مدينة المطار,Madinat Al Mataar
148049461,1991,مراسي ريفرسايد,12627884,1004,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),15/05/2018,15/03/2021,1,عادي,1,مباني,7,بنك الإمارات دبي الوطني (ش.م.ع),CONDITIONAL_ACTIVATING,تفعيل مشروط,1.2,,,,,1100217258,526,الخليج التجارى,Business Bay
29328581,1747,5242,137044480,1211,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),07/10/2016,05/09/2020,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,ACTIVE,فعال,95.4,,,"مشروع سكني عبارة عن برجين بالاضافة الى محلات في منطقة مرسى دبي,التصميم عبارة عن طابق+5منصات(بوديوم) و تحتوي على 52 وحدة ,البرج الاول يتكون من أرضي+ 50 طابق + السطح و يحتوي على 264 وحدة,البرج الثاني يتكون من أرضي+ 37 طابق + السطح و يحتوي على 170 وحدة,التصميم مكون من هيكل خرساني مع التشطيبات الداخلية والخارجية","Residential and retail project in Marsa Dubai area, proposed to be two towers with common G+5P with 52 units,tower 1 G+50F+R having 264 units, tower 2 G+37F+R having 170 units, made of concrete structure with internal and external finishes.",1100159187,330,مرسى دبي,Marsa Dubai
49027017,1862,جولف فيوز,33891624,1155,إعمار دبي الجنوب دي دبليو سي ش.ذ.م.م,33891624,1155,إعمار دبي الجنوب دي دبليو سي ش.ذ.م.م,20/07/2017,15/05/2020,1,عادي,1,مباني,10,بنك دبى التجارى (ش.م.ع),FINISHED,منجز,100,15/05/2020,,"مشروع سكني يحتوي على ثلاثة مبان (ارضي+منصة+7 طوابق , ارضي+منصة+10 طوابق , ارضي+منصة+11 طابق) وذلك في مجمعين ويضم 14 فيلا متلاصقة -تاون هاوس- وهي (ارضي+اول), المشروع يقع في منطقة مدينة المطار وهو مصمم من هيكل خرساني مع فواصل من الطابوق مع التشطيبات الداخلية والخارجية","PROJECT CONSISTS OF 3 RESIDENTIAL BUILDING (G+P+7, G+P+10 & G+P+11) IN 2 BLOCKS AND 14 x (G+1)TOWN HOUSES LOCATED IN MADINAT AL MATAAR. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.,,,",1100208715,462,مدينة المطار,Madinat Al Mataar
95736088,1914,فرهاد عزيزي ريزيدنس,12595870,1002,مدينه دبى الطبيه منطقه حرة - ذ.م.م.,33777435,1154,مدينه دبى الطبيه منطقه حرة - ذ.م.م.,01/07/2017,30/04/2021,1,عادي,1,مباني,5,بنك ابوظبى التجارى,ACTIVE,فعال,47.93,,,"مبنى سكني سرداب + أرضي + 2 بوديوم + 17 طابق,مع التشطيبات الداخلية والخارجية","Residential Building B+G+2P+17,with internal and external finishes.",1100213041,334,الجداف,Al Jadaf
152968482,2012,رمرام - الرمث 2,41,41,دبي للعقارات (ش.ذ.م.م),850,850,دبي للعقارات (ش.ذ.م.م),01/09/2018,30/06/2020,1,عادي,1,مباني,21,نور بنك (مساهمة عامة),CONDITIONAL_ACTIVATING,تفعيل مشروط,0,,,المباني (17 & 19),Buildings (17 & 19),1100148801,451,الحبيه الخامسة,Al Hebiah Fifth
